,Chitwan,NewYork,Bonn,Sydney
2020070418,0.0,747.09,37.55,0.0
2020070419,0.0,599.34,13.38,0.0
2020070420,0.0,411.11,0.0,0.0
2020070421,0.0,360.18,0.0,45.44
2020070422,0.0,240.77,0.0,203.43
2020070423,6.88,94.7,0.0,353.87
2020070500,71.81,7.9,0.0,475.03
2020070501,219.56,0.0,0.0,538.22
2020070502,395.55,0.0,0.0,525.96
2020070503,532.43,0.0,6.66,471.88
2020070504,645.98,0.0,37.5,345.83
2020070505,736.91,0.0,172.6,203.71
2020070506,733.47,0.0,217.91,45.63
2020070507,681.12,0.0,261.32,0.0
2020070508,615.55,0.0,319.38,0.0
2020070509,485.4,6.51,468.49,0.0
2020070510,364.62,72.13,518.62,0.0
2020070511,211.45,242.88,493.62,0.0
2020070512,72.5,384.8,374.95,0.0
2020070513,0.0,593.91,276.38,0.0
2020070514,0.0,743.6,233.38,0.0
2020070515,0.0,839.87,234.21,0.0
2020070516,0.0,933.02,212.75,0.0
2020070517,0.0,916.52,159.69,0.0
2020070518,0.0,874.53,89.45,0.0
2020070519,0.0,770.05,14.32,0.0
2020070520,0.0,595.27,0.0,0.0
2020070521,0.0,427.3,0.0,51.88
2020070522,0.0,256.77,0.0,214.51
2020070523,6.29,95.47,0.0,367.1
2020070600,47.7,7.66,0.0,480.07
2020070601,135.85,0.0,0.0,538.12
2020070602,220.69,0.0,0.0,538.75
2020070603,323.34,0.0,0.0,475.86
2020070604,485.43,0.0,71.24,356.41
2020070605,584.8,0.0,151.59,200.46
2020070606,641.61,0.0,264.74,43.97
2020070607,748.37,0.0,409.23,0.0
2020070608,727.99,0.0,507.41,0.0
2020070609,476.85,6.92,499.33,0.0
2020070610,313.48,74.3,480.32,0.0
2020070611,181.55,226.12,569.65,0.0
2020070612,67.32,409.53,549.62,0.0
2020070613,0.0,547.55,496.34,0.0
2020070614,0.0,702.49,430.18,0.0
2020070615,0.0,793.21,336.66,0.0
2020070616,0.0,898.34,267.2,0.0
2020070617,0.0,771.45,157.09,0.0
2020070618,0.0,513.7,64.45,0.0
2020070619,0.0,110.15,12.94,0.0
2020070620,0.0,130.96,0.0,0.0
2020070621,0.0,99.09,0.0,34.36
2020070622,0.0,95.18,0.0,141.26
2020070623,5.99,30.83,0.0,279.17
2020070700,21.05,5.48,0.0,423.23
2020070701,75.3,0.0,0.0,405.8
2020070702,217.3,0.0,0.0,364.19
2020070703,304.42,0.0,0.0,263.01
2020070704,518.34,0.0,81.09,220.43
2020070705,519.66,0.0,214.55,108.74
2020070706,496.59,0.0,340.5,32.03
2020070707,453.12,0.0,461.52,0.0
2020070708,391.65,0.0,585.18,0.0
2020070709,372.75,0.0,599.19,0.0
2020070710,306.91,64.31,479.22,0.0
2020070711,167.62,198.38,513.39,0.0
2020070712,57.22,293.43,457.2,0.0
2020070713,0.0,346.36,463.3,0.0
2020070714,0.0,491.76,358.88,0.0
2020070715,0.0,548.09,319.52,0.0
2020070716,0.0,618.09,244.01,0.0
2020070717,0.0,697.62,135.27,0.0
2020070718,0.0,628.73,61.5,0.0
2020070719,0.0,559.41,11.45,0.0
2020070720,0.0,485.84,0.0,0.0
2020070721,0.0,333.4,0.0,44.32
2020070722,0.0,193.98,0.0,156.73
2020070723,6.4,69.7,0.0,257.53
2020070800,53.25,6.38,0.0,354.15
2020070801,190.12,0.0,0.0,379.37
2020070802,339.69,0.0,0.0,331.12
2020070803,505.01,0.0,0.0,305.62
2020070804,560.72,0.0,32.69,174.75
2020070805,575.11,0.0,67.81,97.48
2020070806,722.84,0.0,111.75,43.16
2020070807,712.21,0.0,163.39,0.0
2020070808,641.89,0.0,181.7,0.0
2020070809,520.15,0.0,217.81,0.0
2020070810,362.77,62.91,262.95,0.0
2020070811,206.67,125.8,294.45,0.0
2020070812,74.54,184.15,300.96,0.0
2020070813,0.0,260.44,254.38,0.0
2020070814,0.0,424.97,203.07,0.0
2020070815,0.0,604.7,172.84,0.0
2020070816,0.0,762.81,117.29,0.0
2020070817,0.0,672.91,61.83,0.0
2020070818,0.0,554.52,19.15,0.0
2020070819,0.0,427.48,10.76,0.0
2020070820,0.0,239.23,0.0,0.0
2020070821,0.0,213.12,0.0,48.07
2020070822,0.0,107.05,0.0,200.66
2020070823,4.55,40.19,0.0,364.17
2020070900,12.35,5.5,0.0,466.04
2020070901,33.17,0.0,0.0,511.26
2020070902,77.0,0.0,0.0,494.74
2020070903,179.3,0.0,0.0,436.34
2020070904,289.25,0.0,32.27,334.86
2020070905,449.3,0.0,83.18,199.18
2020070906,529.59,0.0,166.17,40.92
2020070907,535.38,0.0,264.23,0.0
2020070908,486.88,0.0,397.2,0.0
2020070909,417.58,0.0,520.1,0.0
2020070910,257.26,79.43,526.86,0.0
2020070911,141.93,197.15,647.62,0.0
2020070912,59.14,253.14,670.94,0.0
2020070913,0.0,378.74,608.3,0.0
2020070914,0.0,550.45,447.58,0.0
2020070915,0.0,720.76,341.52,0.0
2020070916,0.0,862.9,263.66,0.0
2020070917,0.0,892.02,157.31,0.0
2020070918,0.0,834.16,67.24,0.0
2020070919,0.0,742.5,12.39,0.0
2020070920,0.0,608.67,0.0,0.0
2020070921,0.0,440.62,0.0,27.94
2020070922,0.0,259.29,0.0,117.39
2020070923,4.59,88.69,0.0,230.87
2020071000,11.23,6.98,0.0,320.09
2020071001,28.17,0.0,0.0,336.16
2020071002,44.04,0.0,0.0,347.06
2020071003,65.96,0.0,0.0,253.94
2020071004,96.84,0.0,36.03,133.06
2020071005,214.93,0.0,91.77,72.96
2020071006,259.12,0.0,159.42,29.13
2020071007,336.0,0.0,194.5,0.0
2020071008,368.62,0.0,256.59,0.0
2020071009,211.27,0.0,317.23,0.0
2020071010,104.57,10.7,379.16,0.0
2020071011,74.48,46.89,461.36,0.0
2020071012,51.8,81.2,462.98,0.0
2020071013,0.0,104.25,329.03,0.0
2020071014,0.0,64.55,328.27,0.0
2020071015,0.0,64.7,264.09,0.0
2020071016,0.0,70.6,239.21,0.0
2020071017,0.0,121.52,136.44,0.0
2020071018,0.0,306.41,59.19,0.0
2020071019,0.0,234.76,10.77,0.0
2020071020,0.0,229.02,0.0,0.0
2020071021,0.0,147.63,0.0,30.47
2020071022,0.0,91.42,0.0,49.87
2020071023,5.3,50.73,0.0,102.76
2020071100,29.7,6.38,0.0,172.25
2020071101,98.0,0.0,0.0,171.68
2020071102,173.48,0.0,0.0,200.16
2020071103,333.4,0.0,0.0,210.04
2020071104,436.16,0.0,68.13,160.02
2020071105,449.59,0.0,190.42,94.74
2020071106,423.34,0.0,340.42,23.94
2020071107,382.35,0.0,501.45,0.0
2020071108,303.32,0.0,561.39,0.0
2020071109,311.82,0.0,642.33,0.0
2020071110,207.62,62.92,579.84,0.0
2020071111,128.28,180.91,696.58,0.0
2020071112,56.6,332.93,567.07,0.0
2020071113,0.0,413.88,589.84,0.0
2020071114,0.0,456.4,486.76,0.0
2020071115,0.0,558.2,365.81,0.0
2020071116,0.0,530.69,245.38,0.0
2020071117,0.0,619.77,146.98,0.0
2020071118,0.0,583.59,60.52,0.0
2020071119,0.0,537.13,10.69,0.0
2020071120,0.0,454.51,0.0,0.0
2020071121,0.0,325.45,0.0,52.06
2020071122,0.0,181.11,0.0,203.8
2020071123,5.8,62.2,0.0,357.26
2020071200,37.04,6.47,0.0,473.93
2020071201,87.4,0.0,0.0,531.37
2020071202,170.55,0.0,0.0,510.13
2020071203,249.24,0.0,0.0,417.19
2020071204,237.0,0.0,68.23,311.05
2020071205,390.9,0.0,203.07,165.64
2020071206,328.88,0.0,360.38,38.69
2020071207,412.77,0.0,523.27,0.0
2020071208,375.62,0.0,622.31,0.0
2020071209,316.97,0.0,693.41,0.0
2020071210,255.05,83.04,727.56,0.0
2020071211,136.12,250.73,625.38,0.0
2020071212,61.52,437.3,568.03,0.0
2020071213,0.0,617.45,642.45,0.0
2020071214,0.0,760.35,552.76,0.0
2020071215,0.0,860.58,427.18,0.0
2020071216,0.0,910.05,279.72,0.0
2020071217,0.0,905.17,175.98,0.0
2020071218,0.0,874.07,77.9,0.0
2020071219,0.0,762.69,11.27,0.0
2020071220,0.0,605.12,0.0,0.0
2020071221,0.0,427.81,0.0,44.27
2020071222,0.0,238.27,0.0,194.7
2020071223,4.51,78.05,0.0,367.48
2020071300,12.26,6.14,0.0,470.24
2020071301,47.85,0.0,0.0,523.7
2020071302,136.37,0.0,0.0,459.06
2020071303,265.38,0.0,0.0,453.87
2020071304,316.01,0.0,43.33,324.38
2020071305,370.55,0.0,176.24,176.75
2020071306,420.71,0.0,310.33,41.4
2020071307,488.96,0.0,461.45,0.0
2020071308,415.88,0.0,607.26,0.0
2020071309,317.64,0.0,693.07,0.0
2020071310,244.98,64.41,730.84,0.0
2020071311,127.56,212.87,805.14,0.0
2020071312,65.12,385.3,732.04,0.0
2020071313,0.0,543.29,674.38,0.0
2020071314,0.0,694.98,560.56,0.0
2020071315,0.0,808.86,410.85,0.0
2020071316,0.0,812.23,294.62,0.0
2020071317,0.0,866.45,166.18,0.0
2020071318,0.0,853.88,70.29,0.0
2020071319,0.0,763.51,10.2,0.0
2020071320,0.0,615.68,0.0,0.0
2020071321,0.0,456.02,0.0,22.16
2020071322,0.0,278.48,0.0,41.11
2020071323,5.11,101.09,0.0,108.83
2020071400,15.42,7.25,0.0,199.61
2020071401,73.11,0.0,0.0,297.86
2020071402,166.23,0.0,0.0,342.55
2020071403,295.23,0.0,0.0,264.13
2020071404,436.73,0.0,48.67,207.69
2020071405,501.05,0.0,153.19,134.31
2020071406,567.05,0.0,292.73,37.73
2020071407,592.8,0.0,416.12,0.0
2020071408,555.49,0.0,517.05,0.0
2020071409,467.02,0.0,575.16,0.0
2020071410,339.45,82.61,611.57,0.0
2020071411,193.88,253.26,552.12,0.0
2020071412,66.73,446.77,406.09,0.0
2020071413,0.0,624.63,387.41,0.0
2020071414,0.0,772.23,260.47,0.0
2020071415,0.0,865.97,176.12,0.0
2020071416,0.0,898.52,133.45,0.0
2020071417,0.0,859.98,54.87,0.0
2020071418,0.0,831.3,33.67,0.0
2020071419,0.0,743.24,6.93,0.0
2020071420,0.0,633.6,0.0,0.0
2020071421,0.0,468.25,0.0,33.97
2020071422,0.0,275.75,0.0,129.7
2020071423,6.06,95.34,0.0,278.92
2020071500,49.3,7.2,0.0,317.51
2020071501,175.86,0.0,0.0,336.56
2020071502,323.91,0.0,0.0,310.4
2020071503,497.84,0.0,0.0,252.0
2020071504,625.7,0.0,35.06,222.62
2020071505,632.65,0.0,100.2,118.67
2020071506,760.73,0.0,241.12,37.59
2020071507,692.32,0.0,315.51,0.0
2020071508,554.7,0.0,457.86,0.0
2020071509,459.66,0.0,524.41,0.0
2020071510,312.02,73.83,594.91,0.0
2020071511,175.2,236.55,569.41,0.0
2020071512,62.77,395.72,566.13,0.0
2020071513,0.0,528.52,417.41,0.0
2020071514,0.0,652.13,414.18,0.0
2020071515,0.0,744.08,331.98,0.0
2020071516,0.0,766.55,224.09,0.0
2020071517,0.0,801.82,134.38,0.0
2020071518,0.0,697.16,46.09,0.0
2020071519,0.0,704.02,7.02,0.0
2020071520,0.0,522.48,0.0,0.0
2020071521,0.0,400.19,0.0,41.43
2020071522,0.0,254.32,0.0,133.7
2020071523,6.31,88.5,0.0,237.68
2020071600,56.66,7.06,0.0,374.23
2020071601,193.72,0.0,0.0,316.45
2020071602,360.79,0.0,0.0,287.12
2020071603,575.19,0.0,0.0,260.45
2020071604,691.46,0.0,24.27,186.78
2020071605,651.7,0.0,26.77,113.31
2020071606,711.95,0.0,82.84,39.8
2020071607,623.3,0.0,121.26,0.0
2020071608,606.77,0.0,168.46,0.0
2020071609,452.09,0.0,199.74,0.0
2020071610,319.93,45.13,252.0,0.0
2020071611,179.3,150.88,277.7,0.0
2020071612,64.53,275.35,285.93,0.0
2020071613,0.0,345.02,271.96,0.0
2020071614,0.0,540.53,236.65,0.0
2020071615,0.0,464.88,195.97,0.0
2020071616,0.0,657.33,127.34,0.0
2020071617,0.0,696.74,63.82,0.0
2020071618,0.0,713.73,26.83,0.0
2020071619,0.0,600.23,7.7,0.0
2020071620,0.0,467.02,0.0,0.0
2020071621,0.0,308.23,0.0,47.5
2020071622,0.0,194.56,0.0,104.53
2020071623,0.0,58.9,0.0,201.88
2020071700,59.13,6.16,0.0,249.3
2020071701,168.51,0.0,0.0,272.43
2020071702,306.57,0.0,0.0,337.84
2020071703,464.15,0.0,0.0,209.59
2020071704,595.09,0.0,34.97,170.52
2020071705,627.23,0.0,74.95,95.25
2020071706,605.28,0.0,153.84,45.73
2020071707,605.31,0.0,247.81,0.0
2020071708,462.34,0.0,370.15,0.0
2020071709,418.36,0.0,511.05,0.0
2020071710,314.95,32.47,477.04,0.0
2020071711,196.02,52.02,498.76,0.0
2020071712,64.41,94.88,517.72,0.0
2020071713,0.0,164.9,518.45,0.0
2020071714,0.0,238.39,448.54,0.0
2020071715,0.0,286.05,335.41,0.0
2020071716,0.0,423.12,222.46,0.0
2020071717,0.0,563.38,123.13,0.0
2020071718,0.0,513.86,46.16,0.0
2020071719,0.0,657.76,6.98,0.0
2020071720,0.0,540.71,0.0,0.0
2020071721,0.0,396.04,0.0,58.69
2020071722,0.0,229.18,0.0,168.57
2020071723,0.0,77.76,0.0,312.82
2020071800,22.77,6.7,0.0,384.73
2020071801,97.34,0.0,0.0,415.49
2020071802,211.62,0.0,0.0,391.25
2020071803,351.02,0.0,0.0,393.83
2020071804,444.09,0.0,45.66,272.3
2020071805,451.91,0.0,155.89,162.28
2020071806,467.52,0.0,302.53,40.65
2020071807,369.79,0.0,463.79,0.0
2020071808,430.91,0.0,563.0,0.0
2020071809,361.92,0.0,554.38,0.0
2020071810,237.59,77.95,518.94,0.0
2020071811,136.51,245.03,608.2,0.0
2020071812,48.56,428.81,521.93,0.0
2020071813,0.0,593.97,571.13,0.0
2020071814,0.0,723.2,480.42,0.0
2020071815,0.0,866.44,371.39,0.0
2020071816,0.0,917.91,261.39,0.0
2020071817,0.0,919.34,146.78,0.0
2020071818,0.0,878.55,53.8,0.0
2020071819,0.0,777.09,7.2,0.0
2020071820,0.0,620.49,0.0,0.0
2020071821,0.0,439.02,0.0,63.68
2020071822,0.0,259.35,0.0,238.7
2020071823,0.0,95.59,0.0,401.96
2020071900,13.84,0.0,0.0,518.66
2020071901,73.35,0.0,0.0,578.23
2020071902,81.86,0.0,0.0,560.82
2020071903,56.96,0.0,0.0,486.42
2020071904,60.47,0.0,40.13,363.09
2020071905,103.43,0.0,156.99,195.59
2020071906,107.66,0.0,297.29,50.38
2020071907,94.35,0.0,429.87,0.0
2020071908,131.28,0.0,545.58,0.0
2020071909,102.15,0.0,636.79,0.0
2020071910,80.45,66.23,643.58,0.0
2020071911,57.29,242.46,595.5,0.0
2020071912,21.7,427.58,564.59,0.0
2020071913,0.0,596.91,606.72,0.0
2020071914,0.0,749.68,557.78,0.0
2020071915,0.0,851.16,461.8,0.0
2020071916,0.0,895.94,325.99,0.0
2020071917,0.0,851.01,199.17,0.0
2020071918,0.0,781.79,72.04,0.0
2020071919,0.0,694.21,8.09,0.0
2020071920,0.0,591.07,0.0,0.0
2020071921,0.0,428.69,0.0,67.66
2020071922,0.0,240.75,0.0,244.12
2020071923,0.0,82.27,0.0,407.55
2020072000,10.15,0.0,0.0,538.66
2020072001,36.67,0.0,0.0,594.99
2020072002,93.92,0.0,0.0,596.96
2020072003,73.15,0.0,0.0,537.35
2020072004,125.59,0.0,33.25,420.69
2020072005,253.55,0.0,75.95,254.46
2020072006,152.65,0.0,131.88,72.02
2020072007,347.89,0.0,198.45,0.0
2020072008,258.55,0.0,265.02,0.0
2020072009,148.33,0.0,352.56,0.0
2020072010,127.58,48.56,398.48,0.0
2020072011,64.26,185.22,450.15,0.0
2020072012,19.6,325.84,453.45,0.0
2020072013,0.0,516.91,491.5,0.0
2020072014,0.0,658.59,459.98,0.0
2020072015,0.0,781.23,406.48,0.0
2020072016,0.0,805.13,288.55,0.0
2020072017,0.0,821.38,186.0,0.0
2020072018,0.0,833.55,67.01,0.0
2020072019,0.0,724.11,7.29,0.0
2020072020,0.0,576.23,0.0,0.0
2020072021,0.0,418.82,0.0,58.33
2020072022,0.0,251.21,0.0,219.08
2020072023,0.0,91.24,0.0,386.8
2020072100,24.52,0.0,0.0,498.58
2020072101,98.89,0.0,0.0,559.91
2020072102,146.51,0.0,0.0,526.52
2020072103,139.39,0.0,0.0,439.59
2020072104,129.09,0.0,54.21,317.47
2020072105,378.13,0.0,192.98,195.04
2020072106,669.88,0.0,355.52,52.0
2020072107,380.61,0.0,512.16,0.0
2020072108,379.87,0.0,618.95,0.0
2020072109,353.26,0.0,678.46,0.0
2020072110,259.03,58.71,781.88,0.0
2020072111,150.4,233.41,814.56,0.0
2020072112,60.38,418.68,844.5,0.0
2020072113,0.0,595.48,808.48,0.0
2020072114,0.0,735.9,707.57,0.0
2020072115,0.0,843.02,574.05,0.0
2020072116,0.0,895.95,419.77,0.0
2020072117,0.0,856.66,251.67,0.0
2020072118,0.0,846.1,91.8,0.0
2020072119,0.0,743.11,7.91,0.0
2020072120,0.0,613.34,0.0,0.0
2020072121,0.0,437.26,0.0,50.55
2020072122,0.0,253.98,0.0,202.91
2020072123,0.0,81.05,0.0,355.97
2020072200,36.84,0.0,0.0,487.92
2020072201,151.12,0.0,0.0,536.5
2020072202,225.24,0.0,0.0,510.71
2020072203,295.66,0.0,0.0,434.3
2020072204,370.08,0.0,48.66,333.88
2020072205,432.22,0.0,179.48,187.68
2020072206,584.66,0.0,333.2,45.38
2020072207,607.09,0.0,493.5,0.0
2020072208,540.02,0.0,628.7,0.0
2020072209,447.44,0.0,714.61,0.0
2020072210,328.87,51.43,742.22,0.0
2020072211,171.8,193.66,770.17,0.0
2020072212,63.72,364.48,749.25,0.0
2020072213,0.0,519.9,735.83,0.0
2020072214,0.0,653.7,627.8,0.0
2020072215,0.0,787.18,489.08,0.0
2020072216,0.0,784.12,349.33,0.0
2020072217,0.0,812.79,218.77,0.0
2020072218,0.0,681.44,78.41,0.0
2020072219,0.0,627.98,7.4,0.0
2020072220,0.0,413.06,0.0,0.0
2020072221,0.0,190.05,0.0,65.35
2020072222,0.0,48.27,0.0,245.18
2020072223,0.0,35.48,0.0,405.06
2020072300,12.52,0.0,0.0,524.81
2020072301,41.36,0.0,0.0,579.69
2020072302,115.58,0.0,0.0,583.16
2020072303,244.83,0.0,0.0,520.09
2020072304,358.96,0.0,43.38,409.63
2020072305,410.37,0.0,171.38,244.16
2020072306,369.08,0.0,327.12,73.79
2020072307,523.52,0.0,487.45,0.0
2020072308,525.18,0.0,629.74,0.0
2020072309,505.15,0.0,743.83,0.0
2020072310,343.13,22.8,821.49,0.0
2020072311,172.63,91.39,866.22,0.0
2020072312,55.02,157.16,844.46,0.0
2020072313,0.0,177.2,757.67,0.0
2020072314,0.0,268.66,643.39,0.0
2020072315,0.0,527.7,495.55,0.0
2020072316,0.0,739.36,332.05,0.0
2020072317,0.0,755.66,188.84,0.0
2020072318,0.0,669.36,56.63,0.0
2020072319,0.0,600.05,6.46,0.0
2020072320,0.0,468.5,0.0,0.0
2020072321,0.0,296.6,0.0,68.81
2020072322,0.0,163.01,0.0,206.77
2020072323,0.0,52.07,0.0,370.42
2020072400,12.27,0.0,0.0,488.26
2020072401,47.05,0.0,0.0,553.4
2020072402,105.8,0.0,0.0,532.89
2020072403,213.14,0.0,0.0,498.94
2020072404,249.3,0.0,32.08,376.18
2020072405,289.73,0.0,101.62,220.62
2020072406,468.17,0.0,190.25,68.06
2020072407,344.12,0.0,290.67,0.0
2020072408,378.02,0.0,388.52,0.0
2020072409,422.66,0.0,568.48,0.0
2020072410,334.96,21.64,710.1,0.0
2020072411,186.27,67.05,531.84,0.0
2020072412,56.23,130.05,534.55,0.0
2020072413,0.0,130.25,417.94,0.0
2020072414,0.0,208.72,342.23,0.0
2020072415,0.0,291.02,293.54,0.0
2020072416,0.0,357.69,207.28,0.0
2020072417,0.0,375.67,115.47,0.0
2020072418,0.0,238.55,37.18,0.0
2020072419,0.0,338.95,6.71,0.0
2020072420,0.0,320.61,0.0,0.0
2020072421,0.0,199.8,0.0,28.5
2020072422,0.0,115.38,0.0,116.95
2020072423,0.0,43.44,0.0,232.58
2020072500,45.38,0.0,0.0,311.86
2020072501,152.69,0.0,0.0,284.91
2020072502,278.16,0.0,0.0,302.78
2020072503,385.05,0.0,0.0,187.98
2020072504,520.2,0.0,36.03,121.36
2020072505,650.87,0.0,62.14,76.75
2020072506,670.13,0.0,155.91,23.38
2020072507,624.74,0.0,247.46,0.0
2020072508,595.29,0.0,346.91,0.0
2020072509,478.58,0.0,526.62,0.0
2020072510,308.66,58.92,429.38,0.0
2020072511,170.87,212.05,456.3,0.0
2020072512,53.22,325.79,332.3,0.0
2020072513,0.0,508.51,332.61,0.0
2020072514,0.0,673.51,295.66,0.0
2020072515,0.0,739.03,195.59,0.0
2020072516,0.0,869.38,139.06,0.0
2020072517,0.0,839.97,84.95,0.0
2020072518,0.0,788.5,30.12,0.0
2020072519,0.0,697.28,0.0,0.0
2020072520,0.0,533.25,0.0,0.0
2020072521,0.0,377.9,0.0,7.54
2020072522,0.0,221.54,0.0,36.47
2020072523,0.0,64.71,0.0,45.2
2020072600,60.76,0.0,0.0,45.47
2020072601,187.15,0.0,0.0,154.27
2020072602,342.61,0.0,0.0,74.74
2020072603,485.2,0.0,0.0,44.52
2020072604,591.16,0.0,25.19,30.4
2020072605,675.58,0.0,87.98,47.62
2020072606,666.98,0.0,192.64,21.06
2020072607,677.47,0.0,288.93,0.0
2020072608,641.25,0.0,365.88,0.0
2020072609,482.24,0.0,542.07,0.0
2020072610,340.02,46.68,626.8,0.0
2020072611,176.35,189.23,630.33,0.0
2020072612,56.32,381.71,582.83,0.0
2020072613,0.0,530.84,552.89,0.0
2020072614,0.0,719.46,420.34,0.0
2020072615,0.0,816.45,336.24,0.0
2020072616,0.0,839.67,230.47,0.0
2020072617,0.0,874.6,129.23,0.0
2020072618,0.0,801.69,48.7,0.0
2020072619,0.0,742.04,0.0,0.0
2020072620,0.0,563.88,0.0,0.0
2020072621,0.0,394.3,0.0,24.4
2020072622,0.0,219.67,0.0,104.56
2020072623,0.0,66.38,0.0,124.23
2020072700,14.99,0.0,0.0,206.9
2020072701,89.47,0.0,0.0,208.71
2020072702,176.3,0.0,0.0,178.3
2020072703,191.52,0.0,0.0,215.66
2020072704,287.31,0.0,31.33,109.48
2020072705,425.32,0.0,91.08,72.02
2020072706,468.38,0.0,161.53,22.02
2020072707,543.21,0.0,257.57,0.0
2020072708,502.88,0.0,350.59,0.0
2020072709,419.87,0.0,447.25,0.0
2020072710,282.11,51.1,666.91,0.0
2020072711,151.02,215.91,685.72,0.0
2020072712,46.7,402.73,639.22,0.0
2020072713,0.0,585.03,588.3,0.0
2020072714,0.0,737.73,527.64,0.0
2020072715,0.0,847.94,429.97,0.0
2020072716,0.0,891.7,278.22,0.0
2020072717,0.0,906.61,153.6,0.0
2020072718,0.0,843.8,54.53,0.0
2020072719,0.0,710.61,0.0,0.0
2020072720,0.0,597.48,0.0,0.0
2020072721,0.0,423.13,0.0,41.0
2020072722,0.0,237.41,0.0,112.24
2020072723,0.0,72.45,0.0,190.48
2020072800,10.61,0.0,0.0,260.84
2020072801,40.66,0.0,0.0,283.76
2020072802,81.5,0.0,0.0,314.25
2020072803,71.91,0.0,0.0,295.7
2020072804,69.02,0.0,24.84,232.86
2020072805,165.52,0.0,93.59,140.01
2020072806,220.41,0.0,192.05,48.54
2020072807,172.09,0.0,314.07,0.0
2020072808,176.67,0.0,437.53,0.0
2020072809,149.14,0.0,544.18,0.0
2020072810,125.67,48.59,675.64,0.0
2020072811,114.62,206.15,643.07,0.0
2020072812,38.45,384.11,597.34,0.0
2020072813,0.0,554.84,519.66,0.0
2020072814,0.0,711.08,506.01,0.0
2020072815,0.0,793.75,405.82,0.0
2020072816,0.0,815.78,287.83,0.0
2020072817,0.0,732.18,150.09,0.0
2020072818,0.0,650.09,59.62,0.0
2020072819,0.0,612.95,0.0,0.0
2020072820,0.0,487.37,0.0,0.0
2020072821,0.0,349.58,0.0,72.45
2020072822,0.0,191.76,0.0,227.02
2020072823,0.0,67.0,0.0,379.52
2020072900,24.7,0.0,0.0,466.34
2020072901,80.55,0.0,0.0,514.77
2020072902,188.89,0.0,0.0,549.45
2020072903,324.35,0.0,0.0,475.17
2020072904,424.31,0.0,34.16,371.62
2020072905,484.45,0.0,156.77,245.75
2020072906,490.56,0.0,297.5,78.6
2020072907,427.62,0.0,453.05,0.0
2020072908,417.7,0.0,570.87,0.0
2020072909,338.56,0.0,618.78,0.0
2020072910,280.99,52.86,579.58,0.0
2020072911,164.69,223.26,719.47,0.0
2020072912,43.96,420.13,771.55,0.0
2020072913,0.0,600.75,750.75,0.0
2020072914,0.0,724.72,680.01,0.0
2020072915,0.0,835.04,544.41,0.0
2020072916,0.0,902.41,381.89,0.0
2020072917,0.0,904.87,218.23,0.0
2020072918,0.0,862.64,73.97,0.0
2020072919,0.0,765.23,0.0,0.0
2020072920,0.0,623.37,0.0,0.0
2020072921,0.0,444.82,0.0,59.2
2020072922,0.0,250.12,0.0,181.74
2020072923,0.0,72.54,0.0,332.03
2020073000,12.21,0.0,0.0,486.09
2020073001,67.6,0.0,0.0,514.75
2020073002,97.86,0.0,0.0,453.21
2020073003,125.16,0.0,0.0,447.2
2020073004,122.45,0.0,32.45,355.0
2020073005,187.17,0.0,157.03,196.55
2020073006,234.12,0.0,318.57,56.91
2020073007,373.6,0.0,473.23,0.0
2020073008,360.3,0.0,594.96,0.0
2020073009,439.0,0.0,732.33,0.0
2020073010,368.46,44.1,808.84,0.0
2020073011,190.33,173.99,828.09,0.0
2020073012,50.11,342.41,828.91,0.0
2020073013,0.0,489.42,765.47,0.0
2020073014,0.0,586.99,666.8,0.0
2020073015,0.0,823.16,536.58,0.0
2020073016,0.0,804.49,379.55,0.0
2020073017,0.0,761.73,215.65,0.0
2020073018,0.0,613.1,71.19,0.0
2020073019,0.0,454.73,0.0,0.0
2020073020,0.0,293.93,0.0,0.0
2020073021,0.0,183.67,0.0,69.52
2020073022,0.0,93.16,0.0,233.59
2020073023,0.0,27.63,0.0,382.17
2020073100,24.15,0.0,0.0,491.18
2020073101,96.24,0.0,0.0,519.16
2020073102,183.3,0.0,0.0,448.95
2020073103,253.52,0.0,0.0,395.1
2020073104,331.66,0.0,33.14,353.41
2020073105,382.3,0.0,165.56,204.53
2020073106,490.27,0.0,331.34,73.48
2020073107,494.52,0.0,495.58,0.0
2020073108,386.41,0.0,641.38,0.0
2020073109,370.97,0.0,752.36,0.0
2020073110,268.69,17.77,828.87,0.0
2020073111,151.47,73.07,863.3,0.0
2020073112,45.8,127.24,850.32,0.0
2020073113,0.0,191.15,783.9,0.0
2020073114,0.0,298.09,680.34,0.0
2020073115,0.0,278.23,545.55,0.0
2020073116,0.0,412.93,383.8,0.0
2020073117,0.0,521.51,214.42,0.0
2020073118,0.0,550.12,67.47,0.0
2020073119,0.0,548.8,0.0,0.0
2020073120,0.0,552.41,0.0,0.0
2020073121,0.0,410.41,0.0,88.38
2020073122,0.0,247.65,0.0,269.05
2020073123,6.16,69.26,0.0,440.04
2020080100,21.38,6.19,0.0,561.2
2020080101,101.48,0.0,0.0,617.29
2020080102,233.47,0.0,0.0,619.1
2020080103,319.73,0.0,0.0,543.23
2020080104,342.74,0.0,22.05,430.1
2020080105,458.38,0.0,57.95,252.91
2020080106,498.31,0.0,97.6,73.0
2020080107,490.4,0.0,95.49,0.0
2020080108,468.18,0.0,141.84,0.0
2020080109,392.09,0.0,224.26,0.0
2020080110,340.7,51.4,448.8,0.0
